order_id,year,month,quarter,supplier_id,supplier_type,transport_mode,product_complexity,order_qty_units,shock_event,regulatory_intensity,crit_dep_index,supplier_delay_rate,inbound_damage_rate,storage_loss_rate,process_rework_trigger_rate,distribution_delay_rate,stockout_rate,supplier_audit_score,monitoring_frequency_per_month,contingency_maturity_likert,collaboration_index,traceability_completeness,data_accuracy,inspection_coverage,unit_cost_cop,unit_cost_sd_cop,cost_var_metric,no_quality_cost_cop,scrap_rate,rework_rate,noq_metric,margin_pct,breakeven_units,on_time_delivery,cycle_time_hours,cycle_time_hours_inv,nonconformity_rate,RiskIndex,SCRM_Practices,TraceIndex,cluster
ORDR-0352,2025,3,1,24,nacional,aereo,3,288,0,0.822,0.621,0.279,0.107,0.079,0.191,0.222,0.269,100,14,5,0.873,0.968,0.936,0.897,225956,8776,0.0388,9665,0.0283,0.1096,0.0463,29.52,480,0.858,26.28,0.0856,2.32,0.753,0.8518,0.9508,2
ORDR-0353,2024,12,4,21,nacional,terrestre,2,293,0,0.189,0.475,0.202,0.121,0.051,0.17,0.242,0.277,100,18,5,0.934,0.94,0.868,0.772,92626,11030,0.1191,8072,0.0401,0.0738,0.0782,27.27,1200,0.836,16.78,0.2737,7.94,0.6775,0.9592,0.87,2
ORDR-0354,2024,8,3,11,nacional,aereo,3,209,0,0.054,0.423,0.343,0.114,0.09,0.258,0.285,0.289,100,17,5,0.403,0.845,0.768,0.74,183560,27260,0.1485,14128,0.0317,0.1342,0.0645,27.12,643,0.747,29.47,0.0497,11.4,0.9168,0.7595,0.7905,2
ORDR-0355,2024,6,2,23,nacional,terrestre,3,48,0,0.104,0.43,0.263,0.118,0.076,0.243,0.249,0.282,100,17,5,0.732,0.602,0.7,0.423,182402,30170,0.1654,17517,0.042,0.1439,0.0808,25.95,676,0.722,29.32,0.0512,12.0,0.8151,0.8697,0.5631,2
ORDR-0356,2024,10,4,12,nacional,terrestre,1,45,0,0.2,0.272,0.159,0.044,0.055,0.102,0.159,0.186,100,7,2,0.134,0.528,0.567,0.273,85000,9512,0.1119,11879,0.0146,0.1003,0.1279,21.74,1200,0.919,13.11,0.4193,3.74,0.4008,0.179,0.4344,1
ORDR-0357,2025,3,1,9,internacional,terrestre,1,261,0,0.157,0.412,0.225,0.081,0.064,0.172,0.185,0.255,100,10,3,0.462,0.219,0.19,0.151,98952,14131,0.1428,3934,0.0289,0.0306,0.0345,24.89,1200,0.796,13.45,0.4023,4.9,0.6125,0.4451,0.1508,3
ORDR-0358,2025,7,3,13,nacional,aereo,3,60,0,0.725,0.462,0.347,0.136,0.087,0.213,0.276,0.239,100,14,4,0.56,0.857,0.926,0.917,239490,24379,0.1018,13278,0.0415,0.1013,0.0512,31.75,421,0.801,28.4,0.0608,4.34,0.8754,0.6559,0.9168,2
ORDR-0359,2024,8,3,6,nacional,terrestre,1,63,0,0.369,0.331,0.06,0.028,0.055,0.145,0.06,0.039,100,13,3,0.539,0.374,0.166,0.244,115890,6928,0.0598,966,0.0292,0.0097,0.0085,31.78,869,0.952,7.9,0.8579,7.61,0.2047,0.5361,0.2309,1
ORDR-0360,2025,11,4,13,nacional,terrestre,2,211,0,0.265,0.281,0.074,0.028,0.037,0.065,0.108,0.069,100,9,2,0.278,0.548,0.538,0.722,142778,7472,0.0523,0,0.0,0.014,0.0,29.06,771,0.845,17.11,0.2635,2.65,0.167,0.2707,0.6017,1
ORDR-0361,2024,9,3,19,nacional,terrestre,2,213,0,0.514,0.421,0.26,0.118,0.079,0.173,0.196,0.254,100,16,3,0.633,0.937,0.843,0.83,192326,18356,0.0954,21863,0.0291,0.1018,0.1159,27.83,598,0.808,19.78,0.1946,4.92,0.7206,0.6328,0.8823,2
ORDR-0362,2025,4,2,14,internacional,aereo,1,37,0,0.741,0.197,0.149,0.064,0.061,0.042,0.055,0.126,100,10,3,0.264,0.346,0.485,0.753,162380,6183,0.0381,5553,0.012,0.023,0.0288,32.6,605,0.921,8.53,0.7759,1.23,0.292,0.3788,0.5257,1
ORDR-0363,2025,7,3,15,nacional,terrestre,2,217,0,0.815,0.504,0.319,0.1,0.057,0.218,0.207,0.211,100,10,3,0.276,0.305,0.362,0.262,156515,17820,0.1139,15045,0.0078,0.1271,0.0955,22.39,913,0.869,21.95,0.151,6.8,0.6898,0.3828,0.2824,3
ORDR-0364,2024,11,4,21,nacional,terrestre,1,143,0,0.87,0.378,0.119,0.041,0.045,0.077,0.196,0.17,100,12,3,0.872,0.686,0.715,0.757,119211,10666,0.0895,10225,0.0252,0.0543,0.0744,30.28,886,0.82,12.31,0.4623,2.88,0.3513,0.626,0.7239,4
ORDR-0365,2024,6,2,20,nacional,aereo,1,139,0,0.091,0.318,0.211,0.103,0.071,0.159,0.219,0.258,100,13,3,0.319,0.881,0.918,0.87,85000,3871,0.0455,4406,0.0189,0.0443,0.0435,30.83,1200,0.848,11.42,0.5174,1.47,0.6654,0.4624,0.9044,2
ORDR-0366,2024,6,2,15,nacional,terrestre,2,205,0,0.233,0.509,0.329,0.084,0.079,0.257,0.27,0.299,100,8,3,0.848,0.789,0.875,0.877,97658,10422,0.1067,6842,0.0432,0.0939,0.0653,29.38,1115,0.926,20.95,0.17,9.73,0.8405,0.531,0.8605,2
ORDR-0367,2024,1,1,13,internacional,terrestre,2,139,0,0.814,0.46,0.249,0.1,0.079,0.187,0.119,0.228,100,6,3,0.567,0.838,0.908,0.891,141650,10891,0.0769,2965,0.0308,0.049,0.0197,32.02,706,0.923,20.17,0.1862,0.0,0.6349,0.3934,0.8942,2
ORDR-0368,2024,10,4,12,internacional,terrestre,1,294,0,0.715,0.436,0.302,0.098,0.089,0.243,0.283,0.264,100,8,3,0.336,0.478,0.186,0.407,156906,27546,0.1756,10030,0.045,0.1262,0.0732,21.61,944,0.71,16.55,0.2807,10.31,0.8445,0.3594,0.3355,3
ORDR-0369,2024,12,4,24,internacional,terrestre,2,59,0,0.073,0.269,0.289,0.118,0.069,0.229,0.236,0.214,100,13,4,0.738,0.504,0.744,0.678,162033,11889,0.0734,14344,0.0466,0.1151,0.0744,24.45,808,0.77,19.06,0.2113,7.7,0.7532,0.6938,0.6416,2
ORDR-0370,2025,7,3,22,internacional,terrestre,2,297,0,0.513,0.454,0.106,0.046,0.022,0.208,0.053,0.11,100,17,5,0.946,0.8,0.642,0.76,146277,1463,0.01,0,0.0075,0.0196,0.0,33.08,661,1.0,15.6,0.313,0.0,0.2662,0.9415,0.7387,4
ORDR-0371,2025,12,4,5,internacional,terrestre,3,161,0,0.336,0.682,0.343,0.135,0.084,0.223,0.268,0.288,100,16,3,0.33,0.856,0.749,0.827,259935,39221,0.1509,25065,0.0459,0.1131,0.097,26.75,460,0.735,26.38,0.0844,8.35,0.8979,0.5313,0.8207,2
ORDR-0372,2025,8,3,10,internacional,aereo,1,97,0,0.44,0.46,0.281,0.134,0.079,0.2,0.279,0.286,100,10,3,0.184,0.447,0.256,0.633,127675,17696,0.1386,15079,0.0386,0.0692,0.1021,22.33,1123,0.831,14.59,0.3514,8.32,0.8445,0.352,0.435,3
ORDR-0373,2024,2,1,12,nacional,aereo,2,280,0,0.481,0.546,0.234,0.107,0.067,0.143,0.263,0.248,100,12,3,0.325,0.511,0.315,0.608,136524,9828,0.072,8465,0.0289,0.1058,0.0557,29.84,786,0.847,21.68,0.1561,6.64,0.6845,0.4427,0.468,3
ORDR-0374,2025,1,1,21,nacional,terrestre,2,84,0,0.116,0.533,0.315,0.059,0.047,0.086,0.179,0.094,100,18,5,0.941,0.875,0.793,0.53,159230,7450,0.0468,3222,0.0155,0.1107,0.0175,37.14,541,0.813,18.2,0.2329,3.06,0.4275,0.9615,0.7297,4
ORDR-0375,2024,7,3,5,internacional,terrestre,3,295,0,0.076,0.457,0.358,0.14,0.091,0.263,0.298,0.301,100,15,5,0.66,0.921,0.949,0.911,230077,30610,0.133,27275,0.0386,0.1196,0.112,24.27,573,0.751,27.78,0.0677,9.83,0.9819,0.8021,0.9445,2
ORDR-0376,2024,1,1,5,internacional,aereo,1,84,0,0.087,0.222,0.231,0.075,0.064,0.194,0.2,0.196,100,4,2,0.345,0.087,0.299,0.461,112232,6487,0.0578,5401,0.0193,0.0835,0.0537,29.42,969,0.917,11.65,0.5023,1.26,0.5951,0.1845,0.2612,3
ORDR-0377,2025,7,3,2,nacional,terrestre,2,254,1,0.4,0.638,0.377,0.121,0.081,0.25,0.271,0.207,100,14,3,0.224,0.13,0.406,0.327,145924,42772,0.2931,20957,0.0713,0.1454,0.1333,8.85,1200,0.64,26.44,0.0836,18.09,0.8593,0.4523,0.2623,3
ORDR-0378,2024,8,3,4,nacional,terrestre,1,265,0,0.224,0.214,0.096,0.05,0.031,0.092,0.093,0.112,100,10,2,0.919,0.437,0.604,0.353,112014,4767,0.0426,0,0.0142,0.0095,0.0,33.61,850,0.934,12.74,0.4383,0.94,0.2321,0.5072,0.4465,1
ORDR-0379,2024,11,4,1,nacional,terrestre,1,34,0,0.106,0.371,0.338,0.093,0.057,0.222,0.262,0.234,100,7,1,0.08,0.082,0.135,0.2,93702,12365,0.132,15198,0.0397,0.0797,0.1507,10.81,1200,0.757,18.18,0.2335,8.32,0.7413,0.0699,0.1033,3
ORDR-0380,2025,5,2,15,nacional,terrestre,1,148,1,0.819,0.578,0.324,0.123,0.056,0.078,0.284,0.287,100,15,4,0.242,0.781,0.828,0.829,119849,22838,0.1906,12208,0.0273,0.1035,0.0961,19.62,1200,0.682,18.12,0.2351,10.79,0.7212,0.5711,0.8232,2
ORDR-0381,2025,5,2,8,nacional,terrestre,2,232,0,0.233,0.513,0.269,0.102,0.065,0.214,0.251,0.192,100,9,3,0.729,0.292,0.356,0.336,151292,29007,0.1917,18887,0.047,0.1295,0.1232,18.26,1158,0.774,20.55,0.1782,13.82,0.6977,0.5128,0.3039,3
ORDR-0382,2024,7,3,5,nacional,terrestre,1,192,0,0.342,0.599,0.328,0.105,0.081,0.225,0.28,0.286,100,8,4,0.41,0.084,0.086,0.377,90286,16881,0.187,6641,0.0601,0.1449,0.0667,23.2,1200,0.832,19.9,0.1919,10.85,0.8497,0.4752,0.1541,3
ORDR-0383,2025,1,1,8,internacional,terrestre,2,265,0,0.602,0.422,0.313,0.099,0.082,0.215,0.253,0.242,100,5,3,0.645,0.12,0.294,0.16,189139,20241,0.107,22510,0.0359,0.1224,0.1346,24.05,703,0.834,18.75,0.2189,14.53,0.7846,0.3978,0.1565,3
ORDR-0384,2024,5,2,14,internacional,aereo,1,255,0,0.291,0.355,0.134,0.06,0.038,0.108,0.149,0.258,100,18,5,0.88,0.407,0.876,0.811,118292,4498,0.038,0,0.0135,0.0196,0.0,29.29,923,0.901,9.91,0.6337,0.0,0.417,0.9411,0.7048,4
ORDR-0385,2024,9,3,12,nacional,terrestre,1,298,0,0.775,0.533,0.241,0.047,0.042,0.124,0.106,0.151,100,2,3,0.595,0.905,0.803,0.844,85000,1000,0.0104,0,0.015,0.0111,0.0,31.43,1198,0.914,10.17,0.6113,1.72,0.3786,0.3158,0.8627,4
ORDR-0386,2025,1,1,14,nacional,terrestre,1,232,0,0.832,0.271,0.256,0.085,0.031,0.209,0.085,0.189,100,16,5,0.733,0.888,0.885,0.678,130189,10123,0.0778,3291,0.0181,0.0,0.0277,36.1,681,0.938,10.97,0.549,6.12,0.4851,0.8483,0.8224,4
ORDR-0387,2025,4,2,8,nacional,terrestre,3,20,0,0.294,0.423,0.158,0.055,0.052,0.131,0.119,0.233,100,15,4,0.509,0.716,0.616,0.702,234478,28406,0.1211,16435,0.0204,0.0301,0.0611,29.0,471,0.935,30.21,0.0424,1.14,0.4333,0.6605,0.6789,4
ORDR-0388,2025,8,3,23,nacional,terrestre,1,95,1,0.219,0.326,0.193,0.13,0.076,0.177,0.254,0.248,100,12,4,0.38,0.46,0.47,0.817,85000,18266,0.2149,16228,0.0556,0.1085,0.1706,17.82,1200,0.677,21.23,0.1645,11.03,0.733,0.5521,0.5839,2
ORDR-0389,2024,5,2,10,internacional,terrestre,1,291,0,0.778,0.2,0.197,0.06,0.051,0.224,0.189,0.213,100,6,3,0.391,0.484,0.548,0.9,104309,4232,0.0406,7704,0.0175,0.0212,0.0644,28.68,1070,0.825,10.68,0.5703,3.33,0.5539,0.3344,0.6508,4
ORDR-0390,2025,4,2,20,nacional,terrestre,2,39,0,0.23,0.524,0.114,0.045,0.031,0.096,0.069,0.152,100,6,2,0.701,0.503,0.462,0.451,137115,13894,0.1013,0,0.0,0.0713,0.0,29.98,778,0.99,18.95,0.2139,0.0,0.2466,0.3472,0.4569,1
ORDR-0391,2024,12,4,4,internacional,terrestre,2,152,0,0.187,0.412,0.337,0.115,0.079,0.16,0.254,0.286,100,13,4,0.516,0.594,0.621,0.463,133414,21220,0.1591,10575,0.0368,0.0911,0.0745,20.47,1172,0.854,20.29,0.1835,8.77,0.8026,0.6194,0.548,2
ORDR-0392,2024,8,3,13,nacional,terrestre,1,132,0,0.036,0.32,0.146,0.045,0.046,0.085,0.077,0.106,100,5,2,0.416,0.551,0.688,0.496,85000,8075,0.095,2600,0.011,0.0429,0.0277,26.71,1200,0.935,13.34,0.4074,5.13,0.2634,0.23,0.5691,1
ORDR-0393,2024,3,1,6,nacional,terrestre,2,189,0,0.262,0.477,0.225,0.102,0.076,0.249,0.197,0.237,100,18,5,0.904,0.867,0.764,0.792,154153,17586,0.1141,17488,0.0334,0.1002,0.0959,26.04,797,0.787,18.68,0.2207,7.38,0.717,0.9491,0.8164,2
ORDR-0394,2025,3,1,10,internacional,terrestre,1,264,0,0.336,0.271,0.216,0.101,0.075,0.169,0.196,0.242,100,12,3,0.789,0.315,0.415,0.498,85000,7426,0.0874,4751,0.0335,0.0955,0.0587,25.4,1200,0.857,9.21,0.7004,10.52,0.6561,0.5982,0.3939,3
ORDR-0395,2024,7,3,7,internacional,aereo,1,32,0,0.601,0.368,0.158,0.118,0.072,0.161,0.201,0.182,100,7,3,0.469,0.566,0.544,0.804,122844,9165,0.0746,921,0.0136,0.0795,0.007,32.15,810,0.762,14.58,0.3522,0.0,0.6047,0.3823,0.6411,2
ORDR-0396,2025,12,4,1,internacional,aereo,3,261,0,0.302,0.395,0.369,0.141,0.082,0.262,0.284,0.279,100,17,4,0.699,0.431,0.762,0.731,178223,29118,0.1634,21251,0.0521,0.1259,0.1277,21.38,840,0.776,32.48,0.0222,10.39,0.9466,0.7677,0.643,2
ORDR-0397,2025,4,2,10,nacional,aereo,2,291,0,0.035,0.635,0.277,0.089,0.077,0.249,0.287,0.291,100,2,2,0.157,0.036,0.046,0.201,85000,18213,0.2143,13037,0.0268,0.1508,0.1493,14.12,1200,0.686,23.62,0.1229,12.01,0.8174,0.078,0.0569,3
ORDR-0398,2025,11,4,11,internacional,terrestre,1,148,0,0.233,0.293,0.25,0.076,0.057,0.197,0.131,0.248,100,18,4,0.958,0.93,0.897,0.667,85000,7629,0.0898,394,0.0234,0.0286,0.0054,33.29,1131,0.903,14.02,0.3758,2.57,0.5821,0.8762,0.8368,4
ORDR-0399,2024,8,3,17,nacional,terrestre,3,261,0,0.906,0.686,0.171,0.13,0.083,0.248,0.262,0.23,100,15,4,0.629,0.523,0.834,0.544,220982,32657,0.1478,23995,0.033,0.1036,0.1216,23.32,621,0.798,26.85,0.0786,9.84,0.7799,0.7008,0.6286,2
ORDR-0400,2025,11,4,4,internacional,terrestre,2,298,1,0.884,0.458,0.253,0.082,0.07,0.18,0.261,0.207,100,13,4,0.639,0.737,0.449,0.738,197213,25939,0.1315,21589,0.0403,0.1169,0.1037,20.57,789,0.771,18.14,0.2345,6.51,0.6643,0.6606,0.6416,2
ORDR-0401,2024,10,4,21,nacional,terrestre,1,243,0,0.311,0.393,0.265,0.093,0.067,0.179,0.214,0.215,100,16,3,0.72,0.916,0.914,0.854,85000,8060,0.0948,2928,0.0177,0.0564,0.0308,30.46,1200,0.755,14.35,0.3615,4.83,0.654,0.662,0.9089,2
ORDR-0402,2024,9,3,6,nacional,terrestre,1,31,1,0.281,0.522,0.35,0.1,0.065,0.145,0.171,0.257,100,9,2,0.328,0.846,0.868,0.632,121298,13395,0.1104,8426,0.0402,0.1178,0.0677,19.68,1200,0.764,14.56,0.3527,7.35,0.6777,0.2875,0.7846,2
ORDR-0403,2025,4,2,12,internacional,terrestre,3,221,0,0.715,0.396,0.263,0.105,0.077,0.237,0.233,0.207,100,18,5,0.963,0.984,0.989,0.962,205357,6995,0.0341,7704,0.0227,0.0345,0.0395,38.0,410,0.864,27.16,0.0748,7.96,0.7382,0.9689,0.9994,2
ORDR-0404,2025,4,2,11,internacional,terrestre,1,244,0,0.462,0.491,0.151,0.057,0.034,0.084,0.069,0.117,100,13,3,0.79,0.645,0.67,0.732,85000,5521,0.065,2632,0.0173,0.0,0.0336,31.43,1198,0.958,11.91,0.4863,0.0,0.2583,0.6202,0.6847,4
ORDR-0405,2025,2,1,17,nacional,terrestre,3,245,0,0.379,0.647,0.291,0.133,0.078,0.219,0.265,0.228,100,15,4,0.683,0.389,0.26,0.37,220385,47171,0.214,18638,0.0508,0.1111,0.0983,25.21,576,0.774,33.52,0.0139,13.76,0.8143,0.7188,0.3167,3
ORDR-0406,2025,12,4,21,nacional,terrestre,1,262,0,0.753,0.539,0.122,0.054,0.025,0.138,0.097,0.111,100,13,3,0.58,0.907,0.849,0.839,138165,6045,0.0438,0,0.0075,0.036,0.0,31.56,734,0.964,8.61,0.7671,2.74,0.2717,0.5499,0.8775,4
ORDR-0407,2025,6,2,22,nacional,aereo,1,66,0,0.24,0.278,0.161,0.034,0.052,0.125,0.061,0.173,100,9,2,0.234,0.22,0.382,0.351,140141,2599,0.0185,1886,0.0194,0.0672,0.0127,31.73,720,0.857,14.87,0.3402,7.57,0.3274,0.256,0.294,1
ORDR-0408,2025,9,3,7,nacional,terrestre,1,172,0,0.235,0.52,0.221,0.092,0.066,0.231,0.188,0.267,100,15,5,0.788,0.584,0.51,0.432,91749,12178,0.1327,9507,0.0301,0.1032,0.1113,18.23,1200,0.741,18.88,0.2158,9.64,0.6803,0.845,0.4941,3
ORDR-0409,2025,5,2,15,nacional,terrestre,2,78,0,0.665,0.386,0.361,0.136,0.088,0.246,0.277,0.29,100,16,4,0.34,0.775,0.871,0.302,128427,16629,0.1295,15291,0.0497,0.1509,0.1029,25.08,994,0.779,20.78,0.1734,12.97,0.9396,0.6257,0.636,2
ORDR-0410,2025,3,1,20,nacional,aereo,3,162,0,0.184,0.422,0.343,0.123,0.076,0.217,0.248,0.227,100,16,4,0.794,0.905,0.932,0.851,199245,20698,0.1039,8586,0.0406,0.1059,0.0386,32.31,497,0.867,27.59,0.0699,9.48,0.8095,0.7778,0.9103,2
ORDR-0411,2025,10,4,13,internacional,terrestre,2,268,1,0.123,0.5,0.363,0.138,0.082,0.249,0.286,0.231,100,8,4,0.366,0.524,0.834,0.556,168697,32891,0.195,29375,0.0594,0.131,0.1869,16.02,1184,0.753,28.34,0.0614,13.66,0.9018,0.4605,0.6335,2
ORDR-0412,2024,8,3,21,internacional,terrestre,2,56,0,0.405,0.409,0.347,0.108,0.084,0.237,0.257,0.266,100,17,4,0.875,0.36,0.572,0.343,189528,38991,0.2057,18367,0.0531,0.1442,0.0888,22.66,745,0.707,24.71,0.1067,9.95,0.8512,0.8267,0.4051,3
ORDR-0413,2025,9,3,2,nacional,terrestre,1,278,0,0.24,0.547,0.251,0.108,0.085,0.156,0.229,0.173,100,14,5,0.879,0.754,0.667,0.81,85000,10012,0.1178,9133,0.0304,0.0962,0.1041,26.03,1200,0.822,10.86,0.557,5.44,0.6736,0.8538,0.7507,2
ORDR-0414,2024,10,4,2,nacional,terrestre,1,221,0,0.845,0.589,0.274,0.074,0.073,0.138,0.237,0.244,100,11,2,0.387,0.502,0.522,0.759,156015,25318,0.1623,23387,0.0538,0.1023,0.1343,17.86,1148,0.753,14.61,0.3509,2.89,0.6488,0.3507,0.5944,2
ORDR-0415,2024,3,1,4,nacional,terrestre,2,119,0,0.247,0.425,0.154,0.086,0.063,0.119,0.141,0.128,100,11,4,0.379,0.564,0.388,0.507,131920,7360,0.0558,8369,0.0037,0.0728,0.056,30.92,785,0.922,18.83,0.2168,6.58,0.4384,0.53,0.4733,1
ORDR-0416,2025,7,3,10,nacional,terrestre,3,253,0,0.127,0.411,0.313,0.131,0.088,0.257,0.269,0.262,100,14,3,0.6,0.803,0.801,0.639,214556,32569,0.1518,17165,0.0388,0.0784,0.0732,27.73,538,0.807,25.27,0.0988,11.08,0.8937,0.5783,0.7492,2
ORDR-0417,2024,12,4,15,internacional,aereo,1,82,1,0.372,0.197,0.342,0.111,0.069,0.217,0.203,0.228,100,18,5,0.858,0.988,0.984,0.947,132862,17507,0.1318,11349,0.0325,0.0914,0.0724,29.47,817,0.801,12.28,0.4639,2.56,0.7496,0.9337,0.9933,2
ORDR-0418,2024,5,2,10,nacional,aereo,2,49,0,0.385,0.463,0.304,0.068,0.031,0.215,0.111,0.156,100,17,5,0.846,0.862,0.846,0.849,119012,6010,0.0505,5266,0.0275,0.047,0.046,32.6,825,0.803,17.72,0.2461,0.0,0.4855,0.9079,0.8648,4
ORDR-0419,2025,7,3,13,nacional,terrestre,3,73,0,0.12,0.43,0.065,0.04,0.039,0.143,0.059,0.115,100,5,2,0.65,0.298,0.263,0.164,198959,22340,0.1123,9811,0.0144,0.0924,0.0531,25.58,629,0.943,26.69,0.0806,1.35,0.2352,0.3084,0.2083,1
ORDR-0420,2025,7,3,21,nacional,terrestre,2,246,0,0.123,0.408,0.069,0.037,0.023,0.057,0.07,0.082,100,16,4,0.794,0.411,0.457,0.388,145073,1451,0.01,5732,0.0044,0.0443,0.0347,34.74,635,0.935,18.54,0.2242,1.65,0.126,0.7778,0.3996,1
ORDR-0421,2025,12,4,20,nacional,terrestre,3,143,0,0.256,0.492,0.103,0.055,0.024,0.185,0.085,0.117,100,16,4,0.671,0.728,0.447,0.439,191021,13524,0.0708,10587,0.0104,0.0213,0.0487,31.68,529,0.89,22.74,0.1373,4.49,0.2902,0.7366,0.5243,1
ORDR-0422,2025,7,3,6,nacional,terrestre,2,289,0,0.449,0.442,0.318,0.109,0.08,0.243,0.229,0.237,100,15,4,0.473,0.662,0.699,0.453,158706,22613,0.1425,9905,0.0384,0.1274,0.0605,26.93,749,0.823,21.51,0.1591,9.93,0.798,0.6485,0.5947,2
ORDR-0423,2025,10,4,3,nacional,terrestre,2,80,0,0.211,0.246,0.296,0.124,0.081,0.258,0.185,0.238,100,15,4,0.776,0.873,0.774,0.928,186086,19625,0.1055,17222,0.015,0.0947,0.0924,25.11,685,0.827,19.3,0.2057,9.37,0.7933,0.75,0.8735,2
ORDR-0424,2024,10,4,6,internacional,aereo,2,88,0,0.829,0.45,0.242,0.074,0.048,0.075,0.249,0.156,100,16,4,0.564,0.816,0.708,0.872,236997,7277,0.0307,21286,0.0,0.0877,0.088,31.24,432,0.829,18.16,0.2341,4.36,0.489,0.7007,0.8097,4
ORDR-0425,2024,9,3,9,nacional,terrestre,3,197,0,0.34,0.477,0.202,0.087,0.076,0.205,0.252,0.189,100,13,4,0.33,0.684,0.567,0.548,235812,30794,0.1306,14959,0.0461,0.1275,0.0533,27.02,502,0.835,24.43,0.1108,4.55,0.6589,0.5571,0.5923,2
ORDR-0426,2025,3,1,20,internacional,terrestre,2,32,0,0.359,0.559,0.277,0.099,0.073,0.21,0.262,0.285,100,15,4,0.752,0.708,0.548,0.654,178033,23490,0.1319,17788,0.0143,0.1131,0.0903,25.97,692,0.856,21.49,0.1596,1.14,0.7764,0.742,0.6342,2
ORDR-0427,2025,1,1,17,nacional,aereo,1,175,0,0.277,0.369,0.322,0.081,0.08,0.179,0.241,0.252,100,16,5,0.419,0.961,0.925,0.948,92922,8087,0.087,5902,0.029,0.0767,0.0548,31.92,1079,0.842,16.37,0.2867,6.97,0.7335,0.7431,0.9639,2
ORDR-0428,2024,5,2,23,nacional,aereo,1,163,0,0.712,0.277,0.099,0.069,0.067,0.1,0.189,0.218,100,7,2,0.162,0.476,0.576,0.439,85000,11847,0.1394,5178,0.0475,0.0661,0.0511,26.22,1200,0.831,12.26,0.4654,3.45,0.4685,0.1884,0.4827,1
ORDR-0429,2024,3,1,9,nacional,terrestre,1,148,0,0.572,0.451,0.351,0.127,0.076,0.216,0.225,0.29,100,9,2,0.497,0.668,0.713,0.698,105359,12975,0.1231,8665,0.039,0.0923,0.0711,27.18,1117,0.8,11.59,0.5062,8.41,0.843,0.3441,0.6947,2
ORDR-0430,2024,8,3,7,nacional,aereo,2,176,0,0.049,0.459,0.229,0.129,0.072,0.237,0.23,0.224,100,4,2,0.452,0.349,0.172,0.523,139204,20085,0.1443,13502,0.0379,0.1152,0.0849,24.84,925,0.767,21.55,0.1584,9.38,0.7527,0.2203,0.3304,3
ORDR-0431,2024,2,1,1,nacional,aereo,2,30,0,0.051,0.321,0.165,0.057,0.049,0.159,0.21,0.167,100,7,3,0.743,0.253,0.185,0.258,202716,23435,0.1156,16089,0.0216,0.1139,0.0888,22.45,703,0.745,19.96,0.1906,12.31,0.4691,0.4741,0.2014,1
ORDR-0432,2025,8,3,3,internacional,terrestre,3,80,0,0.342,0.552,0.349,0.136,0.061,0.22,0.193,0.244,100,14,3,0.727,0.953,0.845,0.832,198151,26051,0.1315,12225,0.0315,0.1027,0.0532,30.51,529,0.847,31.16,0.0336,6.49,0.7768,0.6209,0.8893,2
ORDR-0433,2025,3,1,5,internacional,terrestre,1,139,0,0.9,0.312,0.269,0.09,0.053,0.195,0.241,0.276,100,5,2,0.227,0.596,0.696,0.718,144367,15457,0.1071,16554,0.0169,0.0654,0.097,25.88,857,0.804,9.18,0.7043,3.95,0.6881,0.1667,0.6716,2
ORDR-0434,2024,8,3,16,internacional,terrestre,3,129,0,0.936,0.625,0.339,0.134,0.063,0.249,0.197,0.17,100,17,4,0.622,0.331,0.433,0.793,263208,31797,0.1208,31465,0.0419,0.0932,0.1204,23.15,525,0.793,23.17,0.1301,7.84,0.7498,0.7419,0.5176,2
ORDR-0435,2025,3,1,14,nacional,terrestre,1,290,0,0.292,0.289,0.204,0.08,0.034,0.105,0.155,0.105,100,14,4,0.5,0.214,0.329,0.323,85000,4339,0.051,1955,0.014,0.0073,0.0268,31.67,1189,0.887,14.32,0.3627,9.49,0.3784,0.6358,0.2628,1
ORDR-0436,2025,12,4,2,internacional,terrestre,1,84,0,0.367,0.201,0.134,0.055,0.05,0.069,0.172,0.188,100,9,2,0.28,0.633,0.72,0.798,127068,6907,0.0544,3180,0.0269,0.0098,0.0287,32.19,782,0.914,11.59,0.5067,1.9,0.3796,0.2714,0.7231,4
ORDR-0437,2025,9,3,21,nacional,terrestre,1,127,0,0.498,0.265,0.077,0.06,0.01,0.087,0.135,0.18,100,17,4,0.915,0.82,0.921,0.814,90808,1000,0.01,0,0.0049,0.0535,0.0,38.0,927,0.966,7.0,1.0,0.0,0.2572,0.8401,0.8633,4
ORDR-0438,2024,2,1,8,nacional,aereo,2,68,0,0.918,0.433,0.212,0.116,0.06,0.116,0.281,0.279,100,9,2,0.388,0.383,0.204,0.423,208724,33595,0.161,16109,0.0417,0.128,0.0652,26.35,582,0.839,17.37,0.256,12.29,0.6831,0.3076,0.3152,3
ORDR-0439,2025,10,4,17,internacional,aereo,2,103,0,0.643,0.494,0.171,0.077,0.058,0.087,0.13,0.167,100,14,3,0.79,0.758,0.32,0.823,186302,7503,0.0403,5295,0.0009,0.0945,0.025,31.37,548,0.916,18.76,0.2186,0.0,0.4188,0.642,0.6361,4
